person,229.20003229379654,72.60727286338806,51.70475721359253,86.03685426712036
person,113.3292039334774,86.87159550189972,23.281543493270874,56.684154868125916
person,133.6886473596096,86.61685359477997,35.22772899270058,57.04089069366455
person,207.28794693946838,81.28192460536957,25.632285475730896,61.56764078140259
person,159.35162615776062,87.95740616321564,30.594234466552734,54.30945897102356
person,97.87583899497986,88.85071277618408,18.762985467910767,51.69504141807556
person,48.60407781600952,86.31689548492432,25.427479147911072,60.239660143852234
person,282.3710149526596,86.59821915626526,17.697292685508728,43.75064980983734
person,192.8917933702469,82.7788782119751,24.099074363708496,58.00259482860565
person,66.96809613704681,89.99748855829239,18.943148732185364,49.319801449775696
